Error_PEHE,Error_ATE,MSE_0,MSE_1,Feature,Iteration
0.0114095192510143,0.003616226837038994,0.058128667422808755,0.04072313852731724,X1,0
0.004938192627369387,0.006846876814961433,0.05101239499630328,0.04495285839637564,X1,1
0.0022157379812407507,0.00492963008582592,0.06325183535527978,0.06580081060240417,X1,2
0.006801091170984042,0.004595290869474411,0.031835496525866036,0.022759055474707246,X1,3
-0.0036369856516583754,0.007296983152627945,0.07864306054665837,0.07298583580400253,X1,4
0.005029309923513026,0.009662643074989319,0.04713805590377751,0.038809707495490064,X1,5
0.002062996340547074,0.0069664157927036285,0.052576085601578004,0.03987824498319714,X1,6
0.001933272221460336,0.0061795152723789215,0.05132300228109066,0.04912590407467676,X1,7
0.009264971522086607,0.006176266819238663,0.05515341911909566,0.023230042246242588,X1,8
0.0005127384697054538,0.003849426284432411,0.040933973110617305,0.04796412581666387,X1,9
0.0022028217306396813,0.004068981856107712,0.0397561901305763,0.03806365688850688,X1,10
0.007333648252388469,0.007872097194194794,0.054002101975888506,0.04912066206332999,X1,11
0.01060782887851952,0.007447030395269394,0.03415691164462609,0.010126095178526029,X1,12
0.01022860174021345,0.005488945171236992,0.06110426477703634,0.019753791236474694,X1,13
-0.0025699102929036544,0.00669964961707592,0.05675275383355349,0.062134674342191776,X1,14
0.0004949669583093064,0.006447577849030495,0.02682908719887278,0.050140130620558665,X1,15
0.005364028420357325,0.0028046835213899612,0.025866712387693447,0.03135436729127594,X1,16
0.009879191180028557,0.005418961867690086,0.054316009033015034,0.033548757658082184,X1,17
0.007210752074549687,0.0025753844529390335,0.028390355622552654,0.030027022450570984,X1,18
0.0030412992697175234,0.004245806485414505,0.09437824328052291,0.09053069630602373,X1,19
0.007725529630677519,0.004629813134670258,0.0771706609223417,0.06443601402752952,X1,20
0.0015657371758515115,0.003742663189768791,0.04110932494182773,0.05001204476250054,X1,21
0.007413687537640157,0.00653083436191082,0.04822542326926116,0.020317821142626258,X1,22
0.0008360075547652057,0.006385119631886482,0.03046104928560811,0.0472457118770544,X1,23
0.006130572315920735,0.001896355301141739,0.04232017075345906,0.030198032467436686,X1,24
0.008843187664339558,0.004933048039674759,0.05217342663706437,0.03497446827886619,X1,25
-0.0024585790659847895,0.004619551822543144,0.05944136229966368,0.08042433906092006,X1,26
0.0005446937899303839,0.007377114146947861,0.04682516373081724,0.04169283905847099,X1,27
0.010550598304737924,0.004134975373744965,0.03555964632666209,0.025898110724779766,X1,28
0.003968690836693711,0.00449301116168499,0.05543889903940413,0.050360619943067064,X1,29
0.000800652000438995,0.004224857315421104,0.07459703943149854,0.07363163512915438,X1,30
0.0031742380330482822,0.006696777418255806,0.06592228563464664,0.06309714984558168,X1,31
0.0059043170761825525,0.005698712542653084,0.0532658628554703,0.03760003981039617,X1,32
0.0028557147538211813,0.006810411810874939,0.04073372702129108,0.05429178305981153,X1,33
0.00547052840766904,0.003257026895880699,0.06508992892317322,0.07096016433477259,X1,34
0.0006875070871422695,0.004471614956855774,0.07866380094758729,0.08797621617909446,X1,35
0.010903968513479856,0.0052009448409080505,0.08761584628141494,0.06413691768236718,X1,36
0.0010672309712332906,0.00490977056324482,0.09838977323893361,0.08626495580373117,X1,37
0.007775167216070966,0.0034522265195846558,0.041095520477942404,0.03433770528263036,X1,38
0.007115536606601247,0.0045040566474199295,0.0699590082391166,0.04744813056798747,X1,39
0.0002673769840733087,0.004672601819038391,0.04387822452226886,0.04613835639478525,X1,40
0.0031168771824909847,0.005201660096645355,0.052274046141034036,0.0676971034936813,X1,41
0.0033334409315626257,0.005893321707844734,0.04679168086971619,0.056048624882794496,X1,42
0.007535444411815417,0.005343848839402199,0.05828310039655604,0.032663105519329605,X1,43
0.004285240784083655,0.005042430013418198,0.06076052394995646,0.05259801732512415,X1,44
0.006707497336147394,0.004797589033842087,0.032669361849928746,0.017267385819025982,X1,45
0.005511090530580742,0.005495190620422363,0.05227143974180204,0.04931485828951754,X1,46
0.0034337141695326423,0.006620701402425766,0.08445639321838905,0.07538226376736601,X1,47
0.00367778706752786,0.004220731556415558,0.04589394658937751,0.05561545026893122,X1,48
0.0014515081398649432,0.007027674466371536,0.05290622576726345,0.06405428310057815,X1,49
0.004902545546045856,0.005328753963112831,0.06668754214852979,0.034436011864001914,X1,50
0.0034684586512667703,0.004873156547546387,0.03853185389849889,0.01867874466739572,X1,51
0.0020411119406678058,0.0027365554124116898,0.0739179836567938,0.06882532867037483,X1,52
0.0017688767945208683,0.004535933956503868,0.07034753041873687,0.07146740483633174,X1,53
0.001114388440963232,0.001660466194152832,0.032350883812864106,0.03750754710476434,X1,54
0.0015788015164538427,0.004935804754495621,0.07357902396943561,0.0680938737214083,X1,55
0.0031183046322906804,0.004889272153377533,0.07072328596243671,0.07969335756392937,X1,56
0.0063223457027034025,0.0034864861518144608,0.06648154553328434,0.04846669116506397,X1,57
0.01119112580884074,0.005371591076254845,0.04148816302167879,0.0201004675650045,X1,58
0.007420820748384127,0.0037188511341810226,0.04505456227505622,0.031638125529125594,X1,59
0.004049202465484791,0.0037265364080667496,0.07814381493620792,0.07265376875003393,X1,60
0.001300363141756522,0.007248301059007645,0.0505483716959918,0.07004350636820011,X1,61
0.007252636971893822,0.0012423042207956314,0.0196316558324785,0.009409202786023751,X1,62
