Error_PEHE,Error_ATE,MSE_0,MSE_1,Feature,Iteration
0.001208080170278042,0.0014443397521972656,0.0008804126990984706,-0.002072112410667626,X1,0
-0.009924686726207138,-0.012064933776855469,-0.005245546594119105,0.015460259928141429,X1,1
0.017615343577044557,0.02059459686279297,0.02317412648328826,-0.03807206431112721,X1,2
0.012960310535917646,0.015247344970703125,0.01369900814629113,-0.025240746385401858,X1,3
0.011863277568443575,0.01397848129272461,0.01202563833748646,-0.022697090328654496,X1,4
0.0010092377158666677,0.0012068748474121094,0.0007310699038237389,-0.0017272126412448963,X1,5
0.020900815923403288,0.024329662322998047,0.06750114545361188,-0.07807512404286733,X1,6
0.0016041041812840662,0.0019168853759765625,0.0011822578180798737,-0.0027598856172028896,X1,7
-0.007036842714979702,-0.008518218994140625,-0.004037246280229084,0.011206357761551905,X1,8
-0.010914978951883592,-0.013288021087646484,-0.005609216998232608,0.01688467396747323,X1,9
-0.014493503417873588,-0.01774120330810547,-0.006722916484208308,0.021887023727269722,X1,10
0.021513751760043054,0.02502298355102539,0.06297590649099394,-0.07499859823199734,X1,11
0.005381130123335159,0.006396770477294922,0.004425109902901431,-0.009562699702724942,X1,12
-0.006567860790321539,-0.007944583892822266,-0.003819030372591764,0.010500112260831168,X1,13
0.022150466985122047,0.025742053985595703,0.05401716420903155,-0.06836406246530098,X1,14
0.013482561893606138,0.015851497650146484,0.014552471350477658,-0.026501335237860912,X1,15
0.0027719882658469586,0.003306865692138672,0.0021125114586221516,-0.004815206433994135,X1,16
0.005381130123335159,0.006396770477294922,0.004425109902901431,-0.009562699702724942,X1,17
0.017615343577044557,0.02059459686279297,0.02317412648328826,-0.03807206431112721,X1,18
-0.007036842714979702,-0.008518218994140625,-0.004037246280229084,0.011206357761551905,X1,19
0.0016041041812840662,0.0019168853759765625,0.0011822578180798737,-0.0027598856172028896,X1,20
0.017615343577044557,0.02059459686279297,0.02317412648328826,-0.03807206431112721,X1,21
0.011863277568443575,0.01397848129272461,0.01202563833748646,-0.022697090328654496,X1,22
-0.010914978951883592,-0.013288021087646484,-0.005609216998232608,0.01688467396747323,X1,23
0.0016041041812840662,0.0019168853759765625,0.0011822578180798737,-0.0027598856172028896,X1,24
-0.007509450420226077,-0.009096145629882812,-0.00425077442529212,0.011913763807243405,X1,25
