Error_PEHE,Error_ATE,MSE_0,MSE_1,Feature,Iteration
-0.08506549132249774,-0.15770435333251953,0.0714470790335584,0.20613184617313351,X1,0
-0.09637216752298916,-0.19007253646850586,0.08575822360474383,0.2580038242108409,X1,1
-0.08506549132249774,-0.15770435333251953,0.0714470790335584,0.20613184617313351,X1,2
-0.11671163811493568,-0.27944087982177734,0.12464931357445908,0.41759644790033545,X1,3
-0.0808421989585053,-0.1469440460205078,0.0666897359929739,0.18961471431722599,X1,4
-0.11170480736368094,-0.24964284896850586,0.11173526807400647,0.361696120778347,X1,5
-0.09887564468729093,-0.19817829132080078,0.08932023963541402,0.2714899848300242,X1,6
-0.08361327625870829,-0.15393733978271484,0.06978117104243209,0.2003075484550504,X1,7
-0.11743015432457404,-0.2848525047302246,0.12701189220234088,0.4280524721489971,X1,8
-0.02518537376632457,-0.03822469711303711,0.01816928023415043,0.04307474551184709,X1,9
-0.10491901479528876,-0.2198319435119629,0.09877682573621316,0.30846815168677644,X1,10
-0.12014434965492615,-0.31189966201782227,0.13887006416283132,0.4817151049149201,X1,11
-0.02518537376632457,-0.03822469711303711,0.01816928023415043,0.04307474551184709,X1,12
-0.0808421989585053,-0.1469440460205078,0.0666897359929739,0.18961471431722599,X1,13
-0.05041839201700693,-0.08196163177490234,0.03801667969062317,0.09769511190171404,X1,14
-0.12014434965492615,-0.31189966201782227,0.13887006416283132,0.4817151049149201,X1,15
-0.10163335321446754,-0.20764493942260742,0.09346366178792564,0.2874865978229535,X1,16
-0.11223379656683174,-0.2523531913757324,0.11291027452274394,0.3666698708000381,X1,17
-0.11170480736368094,-0.24964284896850586,0.11173526807400647,0.361696120778347,X1,18
-0.12033506572207531,-0.31459999084472656,0.14005692431178574,0.4872001043320999,X1,19
0.05661440269356488,0.0734710693359375,-0.03697128038470199,-0.0698390243977734,X1,20
-0.03766899408957736,-0.0590357780456543,0.027726192243883396,0.06836154968965125,X1,21
-0.10944193269126246,-0.2387981414794922,0.10702585377471108,0.3420200944487459,X1,22
-0.09283323186140602,-0.1792745590209961,0.08099468200268767,0.24034340442979396,X1,23
-0.10276148669965479,-0.21170711517333984,0.09523609727534232,0.29442976948683797,X1,24
-0.10125042877019863,-0.20629310607910156,0.09287299128669124,0.2851854930130099,X1,25
-0.018693189691990852,-0.027934551239013672,0.013351826853021276,0.03104242120135492,X1,26
-0.03766899408957736,-0.0590357780456543,0.027726192243883396,0.06836154968965125,X1,27
0.0,0.0,0.0,0.0,X1,28
0.0526048695021164,0.06869220733642578,-0.03449472462462477,-0.06583965912012707,X1,29
-0.020331613832850426,-0.03050088882446289,0.014559271973653143,0.034013526703177754,X1,30
-0.06929943866708077,-0.12010335922241211,0.05485242240944466,0.15003040235247667,X1,31
0.0,0.0,0.0,0.0,X1,32
0.0,0.0,0.0,0.0,X1,33
-0.11923446051253284,-0.3010826110839844,0.13412402512460586,0.45998330010579636,X1,34
0.047440611081038364,0.06245851516723633,-0.03127660343638494,-0.06050386530639207,X1,35
-0.02518537376632457,-0.03822469711303711,0.01816928023415043,0.04307474551184709,X1,36
-0.10560893534850635,-0.22254037857055664,0.09995475815557686,0.31319145653681324,X1,37
-0.12033506572207531,-0.31459999084472656,0.14005692431178574,0.4872001043320999,X1,38
-0.09805550971730226,-0.19547510147094727,0.08813342986559469,0.2669711908461516,X1,39
-0.10125042877019863,-0.20629310607910156,0.09287299128669124,0.2851854930130099,X1,40
